DateTime,Date,Station,City,State,Country,Time,Temperature(F),Dew Point(F),Humidity(%),Wind,Wind Speed(mph),Wind Gust(mph),Pressure(in),Precipitation(in),Condition
2017-01-01 05:51:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,5:51 AM,64,61,88,CALM,0,0,29.73,0.0,Fair
2017-01-01 06:42:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,6:42 AM,63,61,94,CALM,0,0,29.74,0.0,Fair
2017-01-01 07:43:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,7:43 AM,63,61,94,CALM,0,0,29.77,0.0,Fair
2017-01-01 08:42:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,8:42 AM,70,63,78,CALM,0,0,29.79,0.0,Fair
2017-01-01 09:43:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,9:43 AM,73,63,69,CALM,0,0,29.81,0.0,Fair
2017-01-01 10:43:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,10:43 AM,77,63,61,CALM,0,0,29.81,0.0,Mostly Cloudy
2017-01-01 11:40:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,11:40 AM,77,63,61,CALM,0,0,29.8,0.0,Mostly Cloudy
2017-01-01 12:40:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,12:40 PM,77,63,61,SW,7,0,29.78,0.0,Mostly Cloudy
2017-01-01 13:40:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,1:40 PM,79,63,57,SSE,6,0,29.75,0.0,Mostly Cloudy
2017-01-01 14:40:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,2:40 PM,77,64,65,SW,8,0,29.74,0.0,Mostly Cloudy
2017-01-01 15:47:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,3:47 PM,77,64,65,W,7,0,29.74,0.0,Cloudy
2017-01-01 16:53:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,4:53 PM,72,61,69,W,9,0,29.75,0.0,Cloudy
2017-01-01 17:48:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,5:48 PM,68,59,73,W,9,0,29.77,0.0,Cloudy
2017-01-01 18:44:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,6:44 PM,66,59,78,CALM,0,0,29.8,0.0,Cloudy
2017-01-01 19:43:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,7:43 PM,66,57,73,NNW,5,0,29.81,0.0,Mostly Cloudy
2017-01-01 20:44:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,8:44 PM,64,57,77,CALM,0,0,29.83,0.0,Partly Cloudy
2017-01-01 21:48:00,2017-1-1,MMCL,Culiacan,Sinaloa,Mexico,9:48 PM,63,55,77,CALM,0,0,29.83,0.0,Partly Cloudy
2017-01-10 05:56:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,5:56 AM,61,55,82,CALM,0,0,29.76,0.0,Mostly Cloudy
2017-01-10 06:46:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,6:46 AM,61,55,82,CALM,0,0,29.78,0.0,Mostly Cloudy
2017-01-10 07:50:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,7:50 AM,63,57,82,CALM,0,0,29.81,0.0,Mostly Cloudy
2017-01-10 08:43:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,8:43 AM,64,57,77,CALM,0,0,29.81,0.0,Mostly Cloudy
2017-01-10 09:40:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,9:40 AM,73,55,53,E,3,0,29.83,0.0,Mostly Cloudy
2017-01-10 10:43:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,10:43 AM,77,55,47,SE,5,0,29.82,0.0,Mostly Cloudy
2017-01-10 11:42:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,11:42 AM,81,55,42,S,7,0,29.8,0.0,Partly Cloudy
2017-01-10 12:40:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,12:40 PM,82,57,42,CALM,0,0,29.78,0.0,Mostly Cloudy
2017-01-10 13:47:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,1:47 PM,82,61,48,SSW,5,0,29.74,0.0,Mostly Cloudy
2017-01-10 14:41:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,2:41 PM,84,59,42,CALM,0,0,29.72,0.0,Partly Cloudy
2017-01-10 15:44:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,3:44 PM,84,59,42,SW,5,0,29.71,0.0,Partly Cloudy
2017-01-10 16:45:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,4:45 PM,82,63,51,S,6,0,29.7,0.0,Fair
2017-01-10 17:42:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,5:42 PM,77,63,61,CALM,0,0,29.71,0.0,Fair
2017-01-10 18:42:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,6:42 PM,72,59,64,CALM,0,0,29.73,0.0,Fair
2017-01-10 19:50:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,7:50 PM,68,61,78,CALM,0,0,29.75,0.0,Fair
2017-01-10 20:49:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,8:49 PM,66,61,83,CALM,0,0,29.77,0.0,Fair
2017-01-10 21:40:00,2017-1-10,MMCL,Culiacan,Sinaloa,Mexico,9:40 PM,64,61,88,CALM,0,0,29.77,0.0,Fair
2017-01-11 05:55:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,5:55 AM,59,55,88,CALM,0,0,29.71,0.0,Fair
2017-01-11 06:49:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,6:49 AM,59,55,88,CALM,0,0,29.72,0.0,Fair
2017-01-11 07:51:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,7:51 AM,63,54,72,NNE,6,0,29.75,0.0,Fair
2017-01-11 08:40:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,8:40 AM,68,54,60,CALM,0,0,29.75,0.0,Fair
2017-01-11 09:40:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,9:40 AM,75,52,44,CALM,0,0,29.78,0.0,Fair
2017-01-11 10:41:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,10:41 AM,79,52,39,CALM,0,0,29.77,0.0,Fair
2017-01-11 11:46:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,11:46 AM,81,57,45,CALM,0,0,29.74,0.0,Fair
2017-01-11 12:41:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,12:41 PM,82,57,42,CALM,0,0,29.71,0.0,Fair
2017-01-11 13:44:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,1:44 PM,84,57,40,WSW,5,0,29.68,0.0,Fair
2017-01-11 14:40:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,2:40 PM,86,59,40,S,7,0,29.67,0.0,Fair
2017-01-11 15:42:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,3:42 PM,82,61,48,SSW,7,0,29.67,0.0,Fair
2017-01-11 16:44:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,4:44 PM,81,59,48,SW,6,0,29.67,0.0,Fair
2017-01-11 17:43:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,5:43 PM,73,59,61,S,3,0,29.69,0.0,Fair
2017-01-11 18:45:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,6:45 PM,70,57,64,CALM,0,0,29.71,0.0,Fair
2017-01-11 19:40:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,7:40 PM,68,57,68,CALM,0,0,29.73,0.0,Fair
2017-01-11 20:42:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,8:42 PM,64,57,77,CALM,0,0,29.75,0.0,Fair
2017-01-11 21:43:00,2017-1-11,MMCL,Culiacan,Sinaloa,Mexico,9:43 PM,64,57,77,CALM,0,0,29.75,0.0,Fair
2017-01-12 05:52:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,5:52 AM,57,54,88,CALM,0,0,29.77,0.0,Fair
2017-01-12 06:42:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,6:42 AM,59,55,88,CALM,0,0,29.78,0.0,Fair
2017-01-12 07:41:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,7:41 AM,59,55,88,CALM,0,0,29.8,0.0,Fair
2017-01-12 08:43:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,8:43 AM,66,57,73,CALM,0,0,29.82,0.0,Fair
2017-01-12 09:41:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,9:41 AM,72,59,64,CALM,0,0,29.83,0.0,Fair
2017-01-12 10:41:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,10:41 AM,77,59,54,CALM,0,0,29.82,0.0,Partly Cloudy
2017-01-12 12:46:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,12:46 PM,82,59,45,SSE,6,0,29.76,0.0,Mostly Cloudy
2017-01-12 13:41:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,1:41 PM,84,59,42,SSE,6,0,29.73,0.0,Mostly Cloudy
2017-01-12 14:40:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,2:40 PM,84,54,35,SW,5,0,29.72,0.0,Mostly Cloudy
2017-01-12 15:40:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,3:40 PM,84,55,37,SW,5,0,29.7,0.0,Mostly Cloudy
2017-01-12 16:40:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,4:40 PM,82,54,37,SSW,6,0,29.7,0.0,Mostly Cloudy
2017-01-12 17:40:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,5:40 PM,79,54,42,CALM,0,0,29.7,0.0,Mostly Cloudy
2017-01-12 18:43:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,6:43 PM,72,55,57,CALM,0,0,29.72,0.0,Mostly Cloudy
2017-01-12 19:40:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,7:40 PM,68,63,83,CALM,0,0,29.74,0.0,Mostly Cloudy
2017-01-12 20:40:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,8:40 PM,68,63,83,CALM,0,0,29.75,0.0,Mostly Cloudy
2017-01-12 21:40:00,2017-1-12,MMCL,Culiacan,Sinaloa,Mexico,9:40 PM,66,63,88,CALM,0,0,29.75,0.0,Partly Cloudy
2017-01-13 06:01:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,6:01 AM,61,55,82,CALM,0,0,29.8,0.0,Mostly Cloudy
2017-01-13 06:50:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,6:50 AM,59,55,88,CALM,0,0,29.81,0.0,Mostly Cloudy
2017-01-13 07:42:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,7:42 AM,64,55,73,CALM,0,0,29.82,0.0,Cloudy
2017-01-13 08:41:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,8:41 AM,66,57,73,CALM,0,0,29.84,0.0,Cloudy
2017-01-13 09:40:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,9:40 AM,70,57,64,CALM,0,0,29.85,0.0,Cloudy
2017-01-13 10:50:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,10:50 AM,75,55,50,SSE,6,0,29.85,0.0,Cloudy
2017-01-13 11:43:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,11:43 AM,77,59,54,S,6,0,29.83,0.0,Cloudy
2017-01-13 12:42:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,12:42 PM,77,63,61,CALM,0,0,29.81,0.0,Cloudy
2017-01-13 13:40:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,1:40 PM,79,59,51,CALM,0,0,29.79,0.0,Cloudy
2017-01-13 14:40:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,2:40 PM,81,63,54,CALM,0,0,29.78,0.0,Cloudy
2017-01-13 15:40:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,3:40 PM,81,59,48,CALM,0,0,29.79,0.0,Cloudy
2017-01-13 16:40:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,4:40 PM,79,57,47,SSE,6,0,29.78,0.0,Mostly Cloudy
2017-01-13 17:40:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,5:40 PM,75,61,61,CALM,0,0,29.69,0.0,Mostly Cloudy
2017-01-13 18:43:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,6:43 PM,72,63,73,CALM,0,0,29.79,0.0,Partly Cloudy
2017-01-13 19:43:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,7:43 PM,70,64,83,CALM,0,0,29.8,0.0,Fair
2017-01-13 20:42:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,8:42 PM,70,64,83,CALM,0,0,29.81,0.0,Fair
2017-01-13 21:40:00,2017-1-13,MMCL,Culiacan,Sinaloa,Mexico,9:40 PM,66,63,88,CALM,0,0,29.82,0.0,Fair
2017-01-14 05:52:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,5:52 AM,61,59,94,CALM,0,0,29.83,0.0,Fair
2017-01-14 06:03:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,6:03 AM,61,59,94,CALM,0,0,29.83,0.0,Fog
2017-01-14 06:47:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,6:47 AM,59,59,100,CALM,0,0,29.83,0.0,Fog
2017-01-14 07:41:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,7:41 AM,59,59,100,CALM,0,0,29.86,0.0,Fog
2017-01-14 08:43:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,8:43 AM,63,61,94,CALM,0,0,29.86,0.0,Fog
2017-01-14 09:09:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,9:09 AM,66,63,88,CALM,0,0,29.87,0.0,Partly Cloudy
2017-01-14 09:41:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,9:41 AM,70,63,78,CALM,0,0,29.88,0.0,Partly Cloudy
2017-01-14 10:40:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,10:40 AM,75,64,69,S,5,0,29.87,0.0,Fair
2017-01-14 11:40:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,11:40 AM,77,64,65,CALM,0,0,29.85,0.0,Fair
2017-01-14 12:40:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,12:40 PM,77,64,65,S,6,0,29.81,0.0,Fair
2017-01-14 13:40:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,1:40 PM,81,63,54,SSW,6,0,29.79,0.0,Fair
2017-01-14 14:41:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,2:41 PM,81,59,48,WSW,8,0,29.77,0.0,Fair
2017-01-14 15:40:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,3:40 PM,79,61,54,SSW,8,0,29.76,0.0,Mostly Cloudy
2017-01-14 16:40:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,4:40 PM,77,61,57,SW,6,0,29.77,0.0,Mostly Cloudy
2017-01-14 17:45:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,5:45 PM,75,63,65,SSW,7,0,29.78,0.0,Mostly Cloudy
2017-01-14 18:41:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,6:41 PM,70,63,78,CALM,0,0,29.78,0.0,Mostly Cloudy
2017-01-14 19:41:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,7:41 PM,70,63,78,CALM,0,0,29.8,0.0,Mostly Cloudy
2017-01-14 20:41:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,8:41 PM,66,61,83,CALM,0,0,29.81,0.0,Mostly Cloudy
2017-01-14 21:40:00,2017-1-14,MMCL,Culiacan,Sinaloa,Mexico,9:40 PM,66,59,78,CALM,0,0,29.82,0.0,Mostly Cloudy
2017-01-15 05:58:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,5:58 AM,66,57,73,CALM,0,0,29.86,0.0,Fair
2017-01-15 06:40:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,6:40 AM,64,57,77,CALM,0,0,29.87,0.0,Mostly Cloudy
2017-01-15 07:40:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,7:40 AM,64,55,73,CALM,0,0,29.88,0.0,Mostly Cloudy
2017-01-15 08:54:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,8:54 AM,64,55,73,CALM,0,0,29.92,0.0,Mostly Cloudy
2017-01-15 09:41:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,9:41 AM,66,55,68,CALM,0,0,29.93,0.0,Mostly Cloudy
2017-01-15 10:52:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,10:52 AM,70,54,56,CALM,0,0,29.91,0.0,Mostly Cloudy
2017-01-15 11:40:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,11:40 AM,72,52,50,CALM,0,0,29.89,0.0,Fair
2017-01-15 12:43:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,12:43 PM,73,48,41,CALM,0,0,29.83,0.0,Fair
2017-01-15 13:40:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,1:40 PM,73,50,44,WNW,7,0,29.78,0.0,Fair
2017-01-15 14:40:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,2:40 PM,75,52,44,W,6,0,29.76,0.0,Fair
2017-01-15 15:40:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,3:40 PM,75,50,41,WSW,8,0,29.74,0.0,Fair
2017-01-15 16:41:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,4:41 PM,73,45,36,SW,12,0,29.74,0.0,Fair
2017-01-15 17:41:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,5:41 PM,70,46,43,W,9,0,29.73,0.0,Partly Cloudy
2017-01-15 18:40:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,6:40 PM,64,50,59,WSW,6,0,29.76,0.0,Fair
2017-01-15 19:40:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,7:40 PM,63,52,68,W,6,0,29.76,0.0,Fair
2017-01-15 20:40:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,8:40 PM,61,54,77,CALM,0,0,29.78,0.0,Fair
2017-01-15 21:40:00,2017-1-15,MMCL,Culiacan,Sinaloa,Mexico,9:40 PM,59,54,82,CALM,0,0,29.79,0.0,Fair
2017-01-16 05:56:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,5:56 AM,52,48,88,CALM,0,0,29.75,0.0,Fair
2017-01-16 06:41:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,6:41 AM,52,48,88,CALM,0,0,29.77,0.0,Partly Cloudy
2017-01-16 07:45:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,7:45 AM,55,50,82,CALM,0,0,29.79,0.0,Partly Cloudy
2017-01-16 08:46:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,8:46 AM,59,52,77,CALM,0,0,29.82,0.0,Fair
2017-01-16 09:40:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,9:40 AM,64,52,64,CALM,0,0,29.84,0.0,Fair
2017-01-16 10:42:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,10:42 AM,66,50,56,CALM,0,0,29.84,0.0,Mostly Cloudy
2017-01-16 11:42:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,11:42 AM,68,48,49,WSW,3,0,29.82,0.0,Partly Cloudy
2017-01-16 12:41:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,12:41 PM,72,48,43,S,5,0,29.78,0.0,Partly Cloudy
2017-01-16 13:40:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,1:40 PM,73,50,44,CALM,0,0,29.75,0.0,Partly Cloudy
2017-01-16 14:40:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,2:40 PM,73,52,47,CALM,0,0,29.73,0.0,Mostly Cloudy
2017-01-16 15:40:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,3:40 PM,72,50,46,S,7,0,29.71,0.0,Mostly Cloudy
2017-01-16 16:40:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,4:40 PM,72,50,46,S,7,0,29.71,0.0,Mostly Cloudy
2017-01-16 17:41:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,5:41 PM,68,50,52,SSW,7,0,29.73,0.0,Mostly Cloudy
2017-01-16 18:41:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,6:41 PM,64,48,56,CALM,0,0,29.74,0.0,Mostly Cloudy
2017-01-16 19:40:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,7:40 PM,63,52,68,CALM,0,0,29.75,0.0,Mostly Cloudy
2017-01-16 20:42:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,8:42 PM,63,52,68,CALM,0,0,29.76,0.0,Mostly Cloudy
2017-01-16 21:40:00,2017-1-16,MMCL,Culiacan,Sinaloa,Mexico,9:40 PM,63,52,68,CALM,0,0,29.77,0.0,Mostly Cloudy
2017-01-17 06:02:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,6:02 AM,48,46,93,CALM,0,0,29.82,0.0,Fair
2017-01-17 06:08:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,6:08 AM,48,46,93,CALM,0,0,29.82,0.0,Fair
2017-01-17 06:40:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,6:40 AM,50,48,94,CALM,0,0,29.82,0.0,Fair
2017-01-17 07:44:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,7:44 AM,52,50,94,CALM,0,0,29.85,0.0,Partly Cloudy
2017-01-17 08:40:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,8:40 AM,59,52,77,CALM,0,0,29.86,0.0,Fair
2017-01-17 10:41:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,10:41 AM,68,50,52,CALM,0,0,29.88,0.0,Fair
2017-01-17 11:40:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,11:40 AM,70,46,43,NNW,6,0,29.86,0.0,Fair
2017-01-17 12:40:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,12:40 PM,73,46,38,CALM,0,0,29.81,0.0,Fair
2017-01-17 13:43:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,1:43 PM,73,45,36,NW,5,0,29.79,0.0,Fair
2017-01-17 14:50:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,2:50 PM,75,43,31,WNW,8,0,29.77,0.0,Fair
2017-01-17 15:45:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,3:45 PM,75,43,31,WNW,7,0,29.77,0.0,Fair
2017-01-17 16:41:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,4:41 PM,75,41,29,W,7,0,29.78,0.0,Fair
2017-01-17 17:40:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,5:40 PM,72,45,38,W,7,0,29.79,0.0,Fair
2017-01-17 18:42:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,6:42 PM,66,46,49,W,6,0,29.8,0.0,Fair
2017-01-17 19:41:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,7:41 PM,63,48,59,CALM,0,0,29.82,0.0,Fair
2017-01-17 20:40:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,8:40 PM,61,50,68,CALM,0,0,29.85,0.0,Fair
2017-01-17 21:40:00,2017-1-17,MMCL,Culiacan,Sinaloa,Mexico,9:40 PM,61,50,68,CALM,0,0,29.87,0.0,Mostly Cloudy
2017-01-18 05:54:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,5:54 AM,54,50,88,CALM,0,0,29.85,0.0,Mostly Cloudy
2017-01-18 06:43:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,6:43 AM,54,48,82,CALM,0,0,29.87,0.0,Mostly Cloudy
2017-01-18 07:44:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,7:44 AM,54,50,88,CALM,0,0,29.88,0.0,Cloudy
2017-01-18 08:40:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,8:40 AM,57,52,82,CALM,0,0,29.89,0.0,Cloudy
2017-01-18 09:46:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,9:46 AM,61,52,72,CALM,0,0,29.91,0.0,Cloudy
2017-01-18 10:45:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,10:45 AM,64,52,64,CALM,0,0,29.91,0.0,Cloudy
2017-01-18 11:43:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,11:43 AM,66,50,56,CALM,0,0,29.89,0.0,Cloudy
2017-01-18 12:40:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,12:40 PM,68,50,52,NW,5,0,29.86,0.0,Cloudy
2017-01-18 13:44:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,1:44 PM,70,52,53,W,6,0,29.84,0.0,Cloudy
2017-01-18 14:43:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,2:43 PM,72,52,50,WSW,7,0,29.82,0.0,Mostly Cloudy
2017-01-18 15:42:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,3:42 PM,73,52,47,W,6,0,29.81,0.0,Mostly Cloudy
2017-01-18 16:43:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,4:43 PM,73,48,41,SW,6,0,29.82,0.0,Partly Cloudy
2017-01-18 17:43:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,5:43 PM,68,50,52,WSW,7,0,29.81,0.0,Partly Cloudy
2017-01-18 18:40:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,6:40 PM,64,54,68,CALM,0,0,29.82,0.0,Partly Cloudy
2017-01-18 19:41:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,7:41 PM,63,55,77,CALM,0,0,29.82,0.0,Partly Cloudy
2017-01-18 20:40:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,8:40 PM,59,55,88,CALM,0,0,29.85,0.0,Partly Cloudy
2017-01-18 21:41:00,2017-1-18,MMCL,Culiacan,Sinaloa,Mexico,9:41 PM,57,54,88,CALM,0,0,29.86,0.0,Partly Cloudy
2017-01-19 06:01:00,2017-1-19,MMCL,Culiacan,Sinaloa,Mexico,6:01 AM,52,50,94,NNE,5,0,29.82,0.0,Fair
2017-01-19 06:42:00,2017-1-19,MMCL,Culiacan,Sinaloa,Mexico,6:42 AM,52,50,94,CALM,0,0,29.84,0.0,Fair
2017-01-19 07:50:00,2017-1-19,MMCL,Culiacan,Sinaloa,Mexico,7:50 AM,52,48,88,CALM,0,0,29.86,0.0,Fair
2017-01-19 08:52:00,2017-1-19,MMCL,Culiacan,Sinaloa,Mexico,8:52 AM,59,52,77,CALM,0,0,29.88,0.0,Fair
2017-01-19 09:40:00,2017-1-19,MMCL,Culiacan,Sinaloa,Mexico,9:40 AM,64,52,64,CALM,0,0,29.89,0.0,Fair
2017-01-19 10:47:00,2017-1-19,MMCL,Culiacan,Sinaloa,Mexico,10:47 AM,68,52,56,CALM,0,0,29.88,0.0,Fair
